p15d  160  4  0
1	0	0	1
2	110	0	1
3	110	110	1
4	0	110	1
1	-10	-10	0
2	-10	0	0
3	-10	10	0
4	0	-10	0
5	0	10	0
6	10	-10	0
7	10	0	0
8	10	10	0
9	-20	-20	0
10	-20	0	0
11	-20	20	0
12	0	-20	0
13	0	20	0
14	20	-20	0
15	20	0	0
16	20	20	0
17	-30	-30	0
18	-30	0	0
19	-30	30	0
20	0	-30	0
21	0	30	0
22	30	-30	0
23	30	0	0
24	30	30	0
25	-40	-40	0
26	-40	0	0
27	-40	40	0
28	0	-40	0
29	0	40	0
30	40	-40	0
31	40	0	0
32	40	40	0
33	-50	-50	0
34	-50	0	0
35	-50	50	0
36	0	-50	0
37	0	50	0
38	50	-50	0
39	50	0	0
40	50	50	0
41	100	-10	0
42	100	0	0
43	100	10	0
44	110	-10	0
45	110	10	0
46	120	-10	0
47	120	0	0
48	120	10	0
49	90	-20	0
50	90	0	0
51	90	20	0
52	110	-20	0
53	110	20	0
54	130	-20	0
55	130	0	0
56	130	20	0
57	80	-30	0
58	80	0	0
59	80	30	0
60	110	-30	0
61	110	30	0
62	140	-30	0
63	140	0	0
64	140	30	0
65	70	-40	0
66	70	0	0
67	70	40	0
68	110	-40	0
69	110	40	0
70	150	-40	0
71	150	0	0
72	150	40	0
73	60	-50	0
74	60	0	0
75	60	50	0
76	110	-50	0
77	110	50	0
78	160	-50	0
79	160	0	0
80	160	50	0
81	100	100	0
82	100	110	0
83	100	120	0
84	110	100	0
85	110	120	0
86	120	100	0
87	120	110	0
88	120	120	0
89	90	90	0
90	90	110	0
91	90	130	0
92	110	90	0
93	110	130	0
94	130	90	0
95	130	110	0
96	130	130	0
97	80	80	0
98	80	110	0
99	80	140	0
100	110	80	0
101	110	140	0
102	140	80	0
103	140	110	0
104	140	140	0
105	70	70	0
106	70	110	0
107	70	150	0
108	110	70	0
109	110	150	0
110	150	70	0
111	150	110	0
112	150	150	0
113	60	60	0
114	60	110	0
115	60	160	0
116	110	60	0
117	110	160	0
118	160	60	0
119	160	110	0
120	160	160	0
121	-10	100	0
122	-10	110	0
123	-10	120	0
124	0	100	0
125	0	120	0
126	10	100	0
127	10	110	0
128	10	120	0
129	-20	90	0
130	-20	110	0
131	-20	130	0
132	0	90	0
133	0	130	0
134	20	90	0
135	20	110	0
136	20	130	0
137	-30	80	0
138	-30	110	0
139	-30	140	0
140	0	80	0
141	0	140	0
142	30	80	0
143	30	110	0
144	30	140	0
145	-40	70	0
146	-40	110	0
147	-40	150	0
148	0	70	0
149	0	150	0
150	40	70	0
151	40	110	0
152	40	150	0
153	-50	60	0
154	-50	110	0
155	-50	160	0
156	0	60	0
157	0	160	0
158	50	60	0
159	50	110	0
160	50	160	0
