p23d  360  9  0
1	17	17	5
2	17	50	5
3	17	83	5
4	50	17	5
5	50	50	5
6	50	83	5
7	83	17	5
8	83	50	5
9	83	83	5
1	57	20	0
2	94	90	0
3	46	65	0
4	22	23	0
5	29	68	0
6	22	95	0
7	8	20	0
8	10	75	0
9	37	47	0
10	33	63	0
11	40	21	0
12	43	31	0
13	12	81	0
14	67	65	0
15	86	39	0
16	38	42	0
17	40	66	0
18	2	46	0
19	53	35	0
20	4	69	0
21	2	56	0
22	16	5	0
23	19	8	0
24	16	67	0
25	71	36	0
26	64	47	0
27	49	86	0
28	31	85	0
29	68	67	0
30	2	10	0
31	5	35	0
32	92	86	0
33	82	13	0
34	69	76	0
35	79	78	0
36	15	19	0
37	78	72	0
38	87	44	0
39	87	15	0
40	93	86	0
41	34	8	0
42	54	68	0
43	35	7	0
44	28	81	0
45	10	91	0
46	26	21	0
47	12	96	0
48	88	32	0
49	11	64	0
50	87	3	0
51	62	84	0
52	46	56	0
53	79	24	0
54	28	65	0
55	55	53	0
56	34	91	0
57	29	67	0
58	87	40	0
59	7	23	0
60	8	16	0
61	13	34	0
62	37	44	0
63	65	66	0
64	67	36	0
65	65	54	0
66	14	54	0
67	32	66	0
68	72	25	0
69	43	45	0
70	30	5	0
71	6	97	0
72	73	44	0
73	65	27	0
74	70	93	0
75	76	46	0
76	96	90	0
77	7	41	0
78	45	28	0
79	61	15	0
80	73	84	0
81	7	68	0
82	27	63	0
83	68	95	0
84	78	34	0
85	72	16	0
86	70	42	0
87	27	24	0
88	22	78	0
89	11	24	0
90	20	17	0
91	72	58	0
92	65	88	0
93	45	5	0
94	20	51	0
95	70	90	0
96	51	23	0
97	58	91	0
98	33	91	0
99	88	57	0
100	48	14	0
101	12	5	0
102	60	70	0
103	97	59	0
104	97	40	0
105	14	7	0
106	29	52	0
107	96	30	0
108	24	71	0
109	39	55	0
110	16	83	0
111	90	74	0
112	91	33	0
113	5	31	0
114	88	47	0
115	21	16	0
116	17	44	0
117	90	86	0
118	74	74	0
119	20	76	0
120	23	52	0
121	5	87	0
122	14	58	0
123	65	63	0
124	67	37	0
125	78	92	0
126	61	96	0
127	83	7	0
128	66	10	0
129	65	37	0
130	84	6	0
131	92	6	0
132	7	2	0
133	14	96	0
134	82	90	0
135	19	68	0
136	78	71	0
137	27	95	0
138	71	67	0
139	29	40	0
140	74	51	0
141	48	90	0
142	42	84	0
143	6	52	0
144	70	3	0
145	68	29	0
146	62	61	0
147	15	92	0
148	25	15	0
149	44	8	0
150	11	75	0
151	11	53	0
152	87	45	0
153	80	81	0
154	17	9	0
155	77	85	0
156	83	70	0
157	50	93	0
158	73	75	0
159	89	7	0
160	73	58	0
161	3	26	0
162	70	52	0
163	55	29	0
164	56	86	0
165	96	55	0
166	72	10	0
167	15	55	0
168	81	13	0
169	16	49	0
170	31	15	0
171	17	42	0
172	78	18	0
173	79	9	0
174	26	66	0
175	2	32	0
176	16	24	0
177	87	17	0
178	71	89	0
179	25	84	0
180	32	76	0
181	57	35	0
182	87	68	0
183	32	57	0
184	30	29	0
185	92	95	0
186	17	89	0
187	70	3	0
188	12	43	0
189	87	85	0
190	26	44	0
191	90	22	0
192	12	41	0
193	67	85	0
194	86	3	0
195	18	14	0
196	59	40	0
197	90	61	0
198	61	67	0
199	21	87	0
200	84	80	0
201	77	18	0
202	7	37	0
203	70	21	0
204	85	84	0
205	68	48	0
206	16	79	0
207	18	49	0
208	74	63	0
209	24	86	0
210	32	42	0
211	44	69	0
212	5	63	0
213	48	78	0
214	37	56	0
215	94	7	0
216	78	46	0
217	30	28	0
218	22	82	0
219	21	94	0
220	51	29	0
221	77	57	0
222	86	15	0
223	68	4	0
224	19	41	0
225	32	29	0
226	56	73	0
227	41	50	0
228	77	23	0
229	97	4	0
230	37	81	0
231	24	33	0
232	18	95	0
233	86	9	0
234	53	16	0
235	3	23	0
236	69	52	0
237	29	57	0
238	9	34	0
239	11	81	0
240	38	70	0
241	34	41	0
242	57	26	0
243	54	76	0
244	9	21	0
245	3	48	0
246	12	51	0
247	17	52	0
248	29	73	0
249	80	94	0
250	46	87	0
251	84	34	0
252	96	93	0
253	17	74	0
254	67	61	0
255	70	28	0
256	82	71	0
257	19	94	0
258	72	7	0
259	5	18	0
260	65	71	0
261	91	86	0
262	21	20	0
263	10	39	0
264	42	38	0
265	80	60	0
266	79	84	0
267	75	51	0
268	41	53	0
269	46	66	0
270	83	66	0
271	26	56	0
272	45	13	0
273	12	45	0
274	92	69	0
275	7	89	0
276	71	59	0
277	2	31	0
278	34	48	0
279	13	62	0
280	60	63	0
281	49	55	0
282	12	81	0
283	85	83	0
284	75	25	0
285	30	6	0
286	77	84	0
287	91	59	0
288	78	83	0
289	13	8	0
290	86	95	0
291	70	61	0
292	40	84	0
293	29	7	0
294	79	7	0
295	70	64	0
296	12	43	0
297	28	79	0
298	76	33	0
299	16	34	0
300	44	60	0
301	92	32	0
302	16	62	0
303	42	73	0
304	65	54	0
305	80	20	0
306	77	19	0
307	48	55	0
308	54	12	0
309	46	28	0
310	28	42	0
311	41	21	0
312	67	91	0
313	93	19	0
314	24	41	0
315	59	68	0
316	58	49	0
317	97	94	0
318	79	26	0
319	75	5	0
320	92	69	0
321	90	42	0
322	70	26	0
323	90	19	0
324	2	28	0
325	65	53	0
326	79	67	0
327	76	92	0
328	8	12	0
329	29	14	0
330	54	71	0
331	19	49	0
332	25	3	0
333	27	27	0
334	68	95	0
335	8	49	0
336	46	62	0
337	16	93	0
338	28	57	0
339	41	55	0
340	86	61	0
341	34	93	0
342	18	94	0
343	66	25	0
344	96	85	0
345	50	79	0
346	11	28	0
347	47	92	0
348	37	97	0
349	57	70	0
350	77	14	0
351	90	58	0
352	13	16	0
353	78	55	0
354	91	84	0
355	54	42	0
356	75	95	0
357	31	51	0
358	13	6	0
359	7	37	0
360	61	84	0
